,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,tenure-grp,gender_Female,gender_Male,Partner_No,Partner_Yes,Dependents_No,Dependents_Yes,SeniorCitizen_0,SeniorCitizen_1,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2779,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,85.35,758.6,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2780,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,74.3,1863.8,1,25 - 36,1,0,1,0,1,0,1,0,0,0,0,1
2781,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,44.4,265.8,0,1-12,0,1,1,0,1,0,0,1,0,0,1,0
2782,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,85.4,3297,0,37 - 48,0,1,0,1,0,1,1,0,1,0,0,0
2783,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,94.1,4107.3,0,37 - 48,1,0,0,1,1,0,1,0,0,0,1,0
2784,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,98.1,396.3,1,1-12,1,0,1,0,0,1,1,0,1,0,0,0
2785,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,108.9,2809.05,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
2786,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,56.2,1567.55,0,25 - 36,0,1,1,0,0,1,1,0,0,0,0,1
2787,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,26.1,1851.45,0,61 - 72,0,1,0,1,0,1,1,0,0,0,0,1
2788,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,85.45,6028.95,0,61 - 72,0,1,1,0,0,1,1,0,0,1,0,0
2789,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,88.95,2072.75,0,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
2790,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,109.65,5551.15,1,49 - 60,1,0,1,0,1,0,1,0,0,0,1,0
2791,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,74.35,4317.35,0,49 - 60,0,1,1,0,1,0,1,0,1,0,0,0
2792,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,48.85,736.8,0,13 - 24,1,0,1,0,1,0,1,0,0,0,1,0
2793,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,80.1,336.15,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2794,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,56.05,1522.65,0,25 - 36,1,0,1,0,1,0,1,0,0,0,1,0
2795,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.55,622.9,1,1-12,1,0,1,0,1,0,0,1,0,0,1,0
2796,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,89.8,4959.6,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
2797,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,100.95,329.95,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2798,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,94.9,1048.85,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2799,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.1,1001.5,0,49 - 60,0,1,1,0,0,1,1,0,1,0,0,0
2800,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.35,442.6,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
2801,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,106.05,6703.5,0,61 - 72,1,0,0,1,0,1,1,0,0,1,0,0
2802,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.9,3351.55,1,25 - 36,0,1,0,1,1,0,0,1,0,0,1,0
2803,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.65,779.25,0,37 - 48,1,0,1,0,1,0,1,0,1,0,0,0
2804,No,No phone service,DSL,No,No,No,No,No,No,One year,No,24.1,259.8,1,1-12,0,1,0,1,1,0,1,0,1,0,0,0
2805,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,59.85,3483.45,0,49 - 60,1,0,0,1,1,0,1,0,1,0,0,0
2806,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,86.1,4890.5,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
2807,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,19.45,136.75,0,1-12,0,1,1,0,0,1,1,0,0,0,0,1
2808,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,97.1,184.15,0,1-12,0,1,0,1,0,1,1,0,0,0,1,0
2809,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,36.65,1315,0,37 - 48,0,1,1,0,1,0,0,1,0,0,1,0
2810,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,103.9,6767.1,0,61 - 72,1,0,0,1,0,1,0,1,1,0,0,0
2811,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.75,757.95,0,37 - 48,1,0,0,1,0,1,1,0,0,0,0,1
2812,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,104.05,6890,1,61 - 72,0,1,0,1,1,0,1,0,0,0,1,0
2813,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,24.55,1657.4,0,61 - 72,0,1,1,0,1,0,1,0,0,0,0,1
2814,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,48.7,3008.55,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
2815,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,88.35,262.05,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2816,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,109.55,8165.1,0,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
2817,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.65,875.55,0,37 - 48,1,0,0,1,1,0,1,0,0,1,0,0
2818,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,94.65,2649.15,1,25 - 36,0,1,0,1,0,1,1,0,0,1,0,0
2819,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,55.2,220.65,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2820,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,24.05,1301.9,0,49 - 60,0,1,1,0,1,0,1,0,1,0,0,0
2821,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,74.4,74.4,1,1-12,0,1,0,1,1,0,0,1,0,0,1,0
2822,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,79.9,3326.2,1,37 - 48,1,0,0,1,0,1,1,0,0,1,0,0
2823,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,20.45,790,0,37 - 48,0,1,0,1,1,0,1,0,1,0,0,0
2824,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.25,1237.65,0,61 - 72,0,1,0,1,1,0,1,0,0,0,0,1
2825,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,26.35,378.6,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2826,Yes,No,DSL,No,No,No,No,No,No,One year,No,43.8,592.65,0,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
2827,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,50.15,50.15,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2828,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20.45,20.45,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2829,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.7,560.85,1,1-12,0,1,1,0,1,0,0,1,0,0,1,0
2830,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,61.4,3638.25,0,49 - 60,0,1,1,0,1,0,1,0,0,0,1,0
2831,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,98.1,1060.2,1,1-12,1,0,0,1,1,0,0,1,0,0,1,0
2832,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,No,70.75,2921.75,0,37 - 48,0,1,0,1,1,0,1,0,0,1,0,0
2833,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,61.15,4017.45,0,61 - 72,1,0,1,0,1,0,1,0,1,0,0,0
2834,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.25,854.9,0,37 - 48,0,1,0,1,0,1,1,0,0,0,0,1
2835,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,63.85,4174.35,0,61 - 72,1,0,1,0,1,0,0,1,0,1,0,0
2836,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,98.7,4920.55,0,49 - 60,0,1,1,0,1,0,1,0,0,0,1,0
2837,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.5,20.5,1,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2838,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,20,810.3,0,37 - 48,1,0,1,0,1,0,1,0,0,0,0,1
2839,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.3,772.4,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
2840,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,84.4,1936.85,0,13 - 24,1,0,0,1,0,1,1,0,0,0,0,1
2841,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,25.1,79.8,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2842,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,48.25,202.25,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2843,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.85,1070.5,0,49 - 60,1,0,0,1,0,1,1,0,0,0,0,1
2844,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,99.6,347.65,1,1-12,1,0,0,1,1,0,0,1,0,0,1,0
2845,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,94.2,999.9,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2846,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,62.15,113.1,0,1-12,1,0,0,1,1,0,1,0,0,0,0,1
2847,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,79.3,2015.8,0,25 - 36,1,0,0,1,1,0,1,0,1,0,0,0
2848,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,56.25,1454.25,0,13 - 24,0,1,0,1,0,1,1,0,0,1,0,0
2849,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.3,246.7,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2850,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,99,6017.9,0,49 - 60,0,1,0,1,1,0,0,1,0,0,1,0
2851,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,90.6,5817.45,0,61 - 72,1,0,0,1,0,1,1,0,0,0,0,1
2852,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,85.9,5595.3,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
2853,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,79.2,4765,0,49 - 60,1,0,1,0,1,0,1,0,1,0,0,0
2854,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,70.35,1201.65,0,13 - 24,0,1,0,1,0,1,1,0,1,0,0,0
2855,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.35,867.3,0,37 - 48,0,1,0,1,0,1,1,0,0,0,0,1
2856,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,50.15,50.15,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2857,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,63.8,3007.25,0,37 - 48,1,0,0,1,0,1,1,0,1,0,0,0
2858,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,20.55,252.75,0,1-12,1,0,0,1,1,0,1,0,0,0,0,1
2859,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,88.55,6306.5,0,61 - 72,0,1,0,1,1,0,0,1,0,1,0,0
2860,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,101.4,6841.05,0,61 - 72,0,1,1,0,1,0,0,1,0,1,0,0
2861,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,81.95,81.95,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2862,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.35,451.1,1,1-12,0,1,0,1,1,0,1,0,0,0,1,0
2863,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,44.6,44.6,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2864,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,63.75,226.2,0,1-12,0,1,1,0,1,0,1,0,1,0,0,0
2865,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,109.25,7082.5,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
2866,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,84.6,1017.35,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2867,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,20.45,527.35,0,13 - 24,1,0,1,0,1,0,1,0,0,1,0,0
2868,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,85.75,2146.5,0,25 - 36,0,1,1,0,1,0,1,0,0,0,1,0
2869,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,91.1,455.3,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2870,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,107.95,5969.85,0,49 - 60,0,1,0,1,1,0,1,0,0,0,1,0
2871,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,86.1,1235.55,1,13 - 24,0,1,0,1,1,0,1,0,0,0,1,0
2872,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,22.95,1014.25,0,37 - 48,1,0,0,1,0,1,1,0,0,0,1,0
2873,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,94.7,2362.1,1,25 - 36,0,1,1,0,1,0,1,0,1,0,0,0
2874,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.45,1225.65,0,61 - 72,1,0,0,1,1,0,1,0,0,1,0,0
2875,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,85.1,1873.7,1,13 - 24,0,1,0,1,1,0,1,0,0,0,1,0
2876,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.7,386.5,0,13 - 24,0,1,1,0,1,0,1,0,0,1,0,0
2877,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,99.15,6010.05,1,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
2878,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,87,1850.65,0,13 - 24,0,1,0,1,1,0,1,0,1,0,0,0
2879,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,102.95,7101.5,1,61 - 72,0,1,0,1,1,0,0,1,0,0,1,0
2880,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,79.95,1043.4,0,1-12,0,1,1,0,1,0,1,0,1,0,0,0
2881,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,64,1910.75,0,25 - 36,1,0,0,1,1,0,1,0,0,0,1,0
2882,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,64.9,716.1,0,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2883,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.75,1686.15,0,61 - 72,0,1,0,1,0,1,1,0,0,0,0,1
2884,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,90.15,6716.45,0,61 - 72,1,0,0,1,0,1,0,1,1,0,0,0
2885,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,116.1,7839.85,0,61 - 72,0,1,1,0,1,0,0,1,0,1,0,0
2886,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,104.95,6236.75,0,49 - 60,1,0,1,0,1,0,1,0,1,0,0,0
2887,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,45.05,45.05,1,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,71,71,1,1-12,1,0,1,0,0,1,0,1,0,0,1,0
2889,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,50,2919.85,0,49 - 60,0,1,0,1,0,1,1,0,0,0,0,1
2890,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.55,3309.25,1,37 - 48,1,0,0,1,0,1,0,1,1,0,0,0
2891,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,79.7,79.7,1,1-12,1,0,1,0,1,0,1,0,0,0,1,0
2892,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,20.45,20.45,0,1-12,0,1,1,0,1,0,1,0,0,0,0,1
2893,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,59,1254.7,1,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2894,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,60.35,2896.4,1,37 - 48,1,0,1,0,1,0,1,0,0,1,0,0
2895,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.85,717.5,0,37 - 48,1,0,0,1,1,0,1,0,1,0,0,0
2896,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,19.95,253.8,0,13 - 24,0,1,1,0,1,0,1,0,0,0,1,0
2897,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,26.45,1110.05,0,37 - 48,0,1,1,0,1,0,1,0,1,0,0,0
2898,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,63.4,348.8,0,1-12,1,0,1,0,1,0,1,0,0,0,0,1
2899,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,53.95,3888.65,0,61 - 72,0,1,1,0,1,0,1,0,1,0,0,0
2900,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.25,69.25,1,1-12,1,0,0,1,0,1,0,1,0,0,1,0
2901,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,95.1,6843.15,0,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
2902,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,74.1,450.9,0,1-12,1,0,1,0,1,0,0,1,0,0,1,0
2903,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,35.5,432.25,0,1-12,0,1,0,1,0,1,1,0,0,0,0,1
2904,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,70.95,1767.35,1,25 - 36,0,1,1,0,1,0,1,0,0,0,0,1
2905,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,79.2,1742.45,0,13 - 24,1,0,0,1,1,0,1,0,0,0,1,0
2906,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,48.8,297.35,0,1-12,1,0,0,1,0,1,1,0,0,0,0,1
2907,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,89,1820.45,1,13 - 24,0,1,0,1,1,0,1,0,0,0,0,1
2908,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,99.4,1742.95,1,13 - 24,0,1,0,1,1,0,1,0,0,0,1,0
2909,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,55.45,2444.25,0,37 - 48,1,0,1,0,1,0,1,0,0,0,1,0
2910,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,25.4,949.8,0,25 - 36,1,0,0,1,0,1,1,0,0,1,0,0
2911,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,73.5,73.5,1,1-12,1,0,1,0,1,0,1,0,1,0,0,0
2912,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,93.5,2970.8,0,25 - 36,0,1,0,1,1,0,0,1,0,0,1,0
2913,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,63.9,3334.95,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
2914,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,64.85,2010.95,0,25 - 36,0,1,1,0,1,0,1,0,1,0,0,0
2915,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,63.8,4684.3,0,61 - 72,1,0,0,1,0,1,1,0,1,0,0,0
2916,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,44.45,2181.55,0,49 - 60,0,1,1,0,1,0,1,0,0,1,0,0
2917,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,19.95,1303.25,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
2918,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,43.35,371.4,0,1-12,0,1,0,1,1,0,0,1,0,0,0,1
2919,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,49.65,2409.9,0,49 - 60,0,1,0,1,1,0,1,0,0,1,0,0
2920,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,85.1,6155.4,0,61 - 72,1,0,0,1,1,0,1,0,0,0,0,1
2921,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,95.5,829.1,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2922,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,92.35,2602.9,1,25 - 36,1,0,0,1,1,0,1,0,0,0,0,1
2923,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,89.8,4667,0,49 - 60,0,1,1,0,1,0,1,0,0,0,0,1
2924,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,74.55,824.75,1,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2925,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,103.05,5153.5,0,49 - 60,1,0,0,1,0,1,1,0,0,0,0,1
2926,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,116,8182.85,0,61 - 72,1,0,0,1,1,0,1,0,0,0,1,0
2927,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,69.9,69.9,0,1-12,0,1,1,0,1,0,1,0,0,0,1,0
2928,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,95.1,6683.4,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
2929,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,40.25,1564.05,0,37 - 48,0,1,1,0,0,1,1,0,0,0,0,1
2930,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,25.75,755.6,0,25 - 36,0,1,0,1,0,1,1,0,0,0,0,1
2931,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,105.35,3465.05,0,25 - 36,1,0,1,0,0,1,0,1,1,0,0,0
2932,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,113.6,6292.7,0,49 - 60,0,1,0,1,1,0,0,1,0,0,1,0
2933,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,24,1664.3,0,61 - 72,0,1,0,1,0,1,1,0,1,0,0,0
2934,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,19.4,198.1,0,1-12,1,0,0,1,0,1,1,0,1,0,0,0
2935,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,86.1,6045.9,0,61 - 72,0,1,0,1,1,0,1,0,1,0,0,0
2936,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,102.65,4108.15,0,37 - 48,0,1,1,0,1,0,1,0,0,0,0,1
2937,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,92.85,5980.75,0,61 - 72,1,0,0,1,0,1,1,0,0,0,1,0
2938,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,97.75,5043.2,0,49 - 60,0,1,0,1,1,0,1,0,1,0,0,0
2939,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,83.8,1029.75,1,1-12,0,1,1,0,1,0,0,1,0,0,0,1
2940,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,54.45,2854.55,1,49 - 60,0,1,1,0,1,0,0,1,0,0,1,0
2941,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,97.95,7114.25,0,61 - 72,0,1,0,1,1,0,1,0,0,1,0,0
2942,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,19.95,907.05,0,37 - 48,0,1,1,0,1,0,1,0,0,0,1,0
